x,pollutant_concentration,oxygen_concentration
97.2,0.00030035,9.9997
97.3,0.000297361,9.9997
97.4,0.000294403,9.99971
97.5,0.000291473,9.99971
97.6,0.000288573,9.99971
97.7,0.000285702,9.99972
97.8,0.000282859,9.99972
97.9,0.000280044,9.99972
98,0.000277258,9.99972
98.1,0.000274499,9.99973
98.2,0.000271768,9.99973
98.3,0.000269064,9.99973
98.4,0.000266387,9.99973
98.5,0.000263736,9.99974
98.6,0.000261112,9.99974
98.7,0.000258514,9.99974
98.8,0.000255941,9.99975
98.9,0.000253395,9.99975
99,0.000250873,9.99975
99.1,0.000248377,9.99975
99.2,0.000245906,9.99976
99.3,0.000243459,9.99976
99.4,0.000241037,9.99976
99.5,0.000238638,9.99976
99.6,0.000236264,9.99976
99.7,0.000233913,9.99977
99.8,0.000231585,9.99977
99.9,0.000229281,9.99977
100,0.000227,9.99977
